property_name,society,property_type,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,furnishDetails,features,rating
2 Bedroom House for sale in Surat Nagar Phase 2,surat nagar phase 2,house,0.36,7843.0,459.00803264057123,Plot area 51(42.64 sq.m.),2,2,1,pooja room,"House No 26, Street 1, Surat Nagar Phase 2, Gurgaon, Haryana",1,North-East,5 to 10 Year Old,"['Hanuman Mandir', 'Sharma Hospital Gurgaon', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Dr. Ajay S. Gupta Clinic', 'Aarvy Hospital', 'Rama Hospital & Nursing Home', 'Pasricha Hospital and Maternity Home', 'Gupta Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Dr. Sandeep Chauhan', 'Nangia Hospital Ent and Maternity', 'Ahooja Eye and Dental Institute Hospital', 'Shubham Hospital Gurgaon', 'Triveni Hospital Gurgaon', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Sethi Hospital Gurgaon', 'My Care Clinic', 'Tirath Ram Hospitals Pvt Ltd', 'M.S Hospital', 'Bindal Clinic', 'Vinayak Hospital Gurgaon', 'Dental Health Centre', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Swastik Maternity and Medical Centre', 'Kharbanda Maternity and Nursing Home', 'Dentecare - Multispeciality Dental Clinic', 'Satyam Hospital Gurgaon', 'Parashar Hospital', 'Lalit Dental Care', 'M Goel Hospital', 'Kathuria Hospital', 'Chiranjiv Hospital', 'Kidney Clinic', 'Centre For Sight Gurgaon New Railway Road', 'Lal Superspeciality Hospital', 'Dev Man Kathuria Clinic', 'Shri Gobind Hospital', 'Dr. Sarvejeet Singh', 'Ravi Clinic and Health Care Centre', 'Jackson Hospital', 'Dr. Madan Clinic', 'IBP Petrol Station', 'Indian Oil', 'Punjab national bank', 'govt sec school', 'Dronacharya Government College', 'District library gurgaon']",,,
3 Bedroom House for sale in Sector 14 Gurgaon,independent,house,5.0,22222.0,2250.022500225002,Plot area 250(209.03 sq.m.),3,3,3,not available,"Sector 14 Gurgaon, Gurgaon, Haryana",1,South,5 to 10 Year Old,"['Sheetla Mata Mandir', 'Hsbc bank ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Punjab national bank ATM', 'Citi bank ATM', 'Nagpal Nursing Home Gurgaon', 'Apollo Cradle Hospital Gurgaon', 'Kishor Clinic', 'Kalyani Hospital Gurgaon', 'Sheetla Clinic', 'Sangwan Hospital Gurgaon', 'Saraswati Hospital Gurgaon', 'Dr. Babita Sharma', 'Children Hospital', 'Nidhi Clinic', 'Jeevan Jyoti Hospital Gurgaon', 'Dr. Tomar Clinic', 'Lotus Hospital Gurgaon', 'Mamta Hospital Gurgaon', 'Sector-14 Market', 'Indian Oil', 'Standard chartered bank', 'Icici bank', 'Hdfc bank', 'Oriental bank of commerce', 'Karur vysay bank', 'Catholic syrian bank', 'State bank of india sbi', 'Rang Parivartan', 'Cafe Coffee Day', 'Dhabba', '32nd Milestone', 'Cafe Coffee Day', 'Ardor 29', 'ADDA', 'Gung the palace Korean restaurant', 'Walking Street', 'Swagath', 'Tocpao', 'Spaghetti Kitchen & Bar', 'distillery', 'Pizza Hut', ""Hops 'N' Brew"", 'KFC', ""Domino's Pizza"", ""McDonald's"", 'Salvan Public School', 'Management Development Institute', 'Lieutenant Atul Kataria School']",,"['Private Garden / Terrace', 'No open drainage around', 'Natural Light', 'Airy Rooms']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in Sector 33 Gurgaon,unitech uniworld resorts,house,9.5,23333.0,4071.4867355247934,Plot area 500(418.06 sq.m.),5,7,3+,"pooja room,study room,servant room,store room","Sector 33 Gurgaon, Gurgaon, Haryana",2,East,Dec 2023,"['Rajiv Chowk Mosque', 'Icici bank ATM', 'Standard chartered ATM', 'Samvit Health Care', 'Airforce Hospital', 'Medanta', ""DR AKRAM JAWED'S THE UPPER LIMB CLINIC"", 'Sukhmani Hospital Pvt. Ltd', 'Vaishnavi Nursing Home', 'Best Urologist Atcomplete Family Clinic', 'Ayushman Hospital And Trauma Centre', 'Park Hospital Gurgaon', 'Wellness Eye Centre', 'Neelkanth Health Care', 'Dr. Aruna Kalra', 'Vishesh Dental', 'Smile Plus Dental Clinic', 'Dr. Anuj Sharma', 'Dr. Naresh Pandita', 'Bansal Medicare and Maternity Centre', 'Pushpanjali Hospital Gurgaon', 'Shri Ram Dental Clinic', 'Sunrise Hospital Gurgaon', 'Meher Clinic', 'Rajendra Hospital', 'Pushpanjali Hospital', 'Sai Dental Clinic', 'Nutan Dental Hospital', 'Parmar Dental Clinic & Lab', 'Road and Traffic Authority', 'Gurgaon Election Commission', 'Apollo Pharmacy', 'Gardian Pharmacy', 'Genius', 'India Oil', 'SRS Cinemas', 'SRS Cinemas', 'Hdfc bank', 'Icici bank', 'Hdfc bank', 'KFC', 'Haldiram', ""Domino's Pizza"", ""Nirula's"", 'Kendriya Vidyalaya No.2 Sohna Road', 'Delhi Public School Primary Section']",,"['Feng Shui / Vaastu Compliant', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Visitor Parking', 'Security Personnel', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Rain Water Harvesting']","['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
8 Bedroom House for sale in Sector 56 Gurgaon,independent,house,7.25,29336.0,2471.366239432779,Plot area 303(253.35 sq.m.),8,8,3+,not available,"Sector 56 Gurgaon, Gurgaon, Haryana",0,North-East,5 to 10 Year Old,"['Sector metro station', 'Sector metro station', 'Sector 54 chowk metro station', 'Sanatan Dharm Mandir', 'Radhakrishna Shani Mandir', 'State bank ATM', 'Icici bank ATM', 'Icici bank ATM', 'Citi bank ATM', 'Indusind bank ATM', 'Surgicare Hospital Gurgaon', 'Kriti Hospital', 'Anand Hospital Gurgaon', 'pracksht hospital', 'Arunodaya Deseret Eye Hospital', 'HUDA Office Complex', 'Medisca', 'Apollo Pharmacy', 'Intellion Park', 'International Tech Park', 'Heera Fuel Station', 'HCG CNG Station', 'Hdfc bank and atm', 'State bank of india', 'Kotak mahindra bank', 'Indusind bank', 'Axis bank', 'Icici bank', 'Hdfc bank', 'Hdfc bank & atm', 'Hdfc bank', '222', 'Pizza Hut', 'Wat-a-Burger', 'Burger Singh', 'Bikanerwala', 'Naivedyam Restaurant', 'Clock tower', 'Starbucks', ""Carl's Jr."", 'Cafe Tonini', 'Sagar Ratna', 'IILM', 'Iilm University', 'Sushant College of Arts & Architecture', 'Ansal Institute of Technology', 'Suncity School']","['15 Fan', '15 Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['High Ceiling Height', 'Natural Light', 'Airy Rooms']","['Environment4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
3 Bedroom House for sale in Ashok Vihar,independent,house,1.5,10288.0,1458.00933125972,Plot area 162(135.45 sq.m.)Built Up area: 210 sq.yards (175.59 sq.m.),3,3,0,not available,"800 Lane 8 Ashok Vihar Part 1, Ashok Vihar, Gurgaon, Haryana",,NA,10+ Year Old,"['Chintapurni Mandir', 'Sheetla Mata Mandir', 'State bank ATM', 'Jiya Clinic', 'Dr. Mittal Clinic', 'Sneh Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Sarvodya Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Bhardwaj Hospital', 'Prateek Nursing Home And Polyclinic', 'R K Hospital Gurgaon', 'Gurgaon Eye Centre', 'Chirag Hospital Pvt. Ltd', 'Dr. Hitesh Dawar', 'Kr Dental Hub', 'GH Gurgaon', 'Dr. Agya Ram Sharma Clinic', 'Aryan Hospital', 'Dr. Ashok Jain', 'Sparsh Hospital Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Bhatnagar Maternity and Nursing Home', 'Shree Krishna Hospital Gurgaon', 'Pearl Dental Clinic', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Dr. Sarvejeet Singh', 'Jeevan Jyoti Hospital Gurgaon', 'Centre For Sight Gurgaon New Railway Road', 'Dr. Tomar Clinic', 'Children Hospital', 'Kidney Clinic', 'Taneja Hospital', 'Jackson Hospital', 'Nidhi Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Lieutenant Atul Kataria School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",[],,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
3 Bedroom House for sale in Sector 93 Gurgaon,dlf gardencity enclave,house,1.3,11284.0,1152.073732718894,Plot area 1152(107.02 sq.m.),3,2,1,not available,"Sector 93 Gurgaon, Gurgaon, Haryana",3,NA,1 to 5 Year Old,"['Huda Metro Station', 'Omaxe City Centre', 'DLF Grand Mall', 'Gurugram Public School', 'Shikshantar - Primary School', 'Park Hospital', 'Mamta Hospital', 'IG International Airport']",[],,
5 Bedroom House for sale in Sector 5 Gurgaon,independent,house,3.75,11029.0,3400.1269380723547,Built Up area: 3400 (315.87 sq.m.)Carpet area: 1836 sq.ft. (170.57 sq.m.),5,5,3+,not available,"Sector 5, Sector 5 Gurgaon, Gurgaon, Haryana",3,NA,undefined,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
4 Bedroom House for sale in Rajendra Park,rajendra park gurgaon,house,0.37,10277.0,360.0272453050501,Plot area 360(33.45 sq.m.),4,3,2,not available,"Rajendra Park, Gurgaon, Haryana",3,East,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Chintapurni Mandir', 'State bank ATM', 'R K Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'Bhardwaj Hospital', 'Dr. Hitesh Dawar', 'Jiya Clinic', 'Sneh Hospital Gurgaon', 'Dr. Mittal Clinic', 'Kalyan Hospital Gurgaon', ""Dr. Anurag's Child Care Clinic"", 'Prateek Nursing Home And Polyclinic', 'Yashroop Medical Centre', 'Dr. Sindhu Clinic', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Kr Dental Hub', 'Shree Krishna Hospital Gurgaon', 'Gurgaon Eye Centre', 'Dr. Ashok Jain', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']",[],,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
10 Bedroom House for sale in Rajiv Nagar,independent,house,2.25,6944.0,3240.2073732718895,Carpet area: 360 (301.01 sq.m.),10,10,2,not available,"Rajiv Nagar, Sector 13, Rajiv Nagar, Gurgaon, Haryana",1,East,undefined,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment3 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in Madanpuri,independent,house,1.15,8518.0,1350.0821789152383,Plot area 150(125.42 sq.m.),5,3,2,pooja room,"Madanpuri, Gurgaon, Haryana",2,North-East,10+ Year Old,"['Dev Man Kathuria Clinic', 'Dr. Madan Clinic', 'Satyam Hospital Gurgaon', 'Swastik Maternity and Medical Centre', 'Chiranjiv Hospital', 'Shiv Mahima Patient Care Bureau', 'Shri Gobind Hospital', 'Lal Superspeciality Hospital', 'Taneja Hospital', 'Navjeevan Hospital and Maternity Centre', 'My Care Clinic', 'M.S Hospital', 'Bindal Clinic', 'Triveni Hospital Gurgaon', 'Geeta Nursing Home Gurgaon', 'Ankur Clinic and Maternity Home', 'Tirath Ram Hospitals Pvt Ltd', 'Pearl Dental Clinic', 'Sethi Hospital Gurgaon', 'Shubham Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Pasricha Hospital and Maternity Home', 'Nangia Hospital Ent and Maternity', 'Dr. Ajay S. Gupta Clinic', 'Rama Hospital & Nursing Home', 'Aryan Hospital', 'Mangalam Hospital and Heart Centre Gurgaon', 'D.R. Rajnis Gupta Clinic', 'Dr. Ashok Jain', 'Parashar Hospital', 'Vinayak Hospital Gurgaon', 'Kathuria Hospital', 'Gupta Hospital Gurgaon', 'Sharma Hospital Gurgaon', 'Sparsh Hospital Gurgaon', 'Bhatnagar Maternity and Nursing Home', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Kharbanda Maternity and Nursing Home', 'Dr. Sarvejeet Singh', 'Centre For Sight Gurgaon New Railway Road', 'Lall Eye Care Centre', 'Dentecare - Multispeciality Dental Clinic', 'Om Charitable Dental & Implant Centre', 'Kidney Clinic', 'Lall Nursing and Maternity Home', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'State bank of india', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College']",,"['Water Storage', 'Park', 'Waste Disposal']","['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5', 'Safety4 out of 5']"
3 Bedroom House for sale in New Palam Vihar Phase 1,independent,house,0.95,10555.0,900.0473709142586,Plot area 900(83.61 sq.m.),3,2,2,store room,"New Palam Vihar Phase 1, Gurgaon, Haryana",3,South-East,10+ Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'Ram Mandir', 'Kalyan Hospital Gurgaon', 'Chirag Hospital Pvt. Ltd', 'R K Hospital Gurgaon', 'Bhardwaj Hospital', 'Jiya Clinic', 'Dr. Mittal Clinic', ""Dr. Anurag's Child Care Clinic"", 'Metro Hospital and Heart Institute Gurgaon', 'Yashroop Medical Centre', 'Sneh Hospital Gurgaon', 'Dr. Hitesh Dawar', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Dr. Sindhu Clinic', 'Axis bank', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Cafe Coffee Day', 'Pind Baluchi', 'Pizza Hut', ""Domino's Pizza"", 'Om Sweets', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Palam vihar railway station']",,"['Park', 'Fitness Centre / GYM']",
6 Bedroom House for sale in Arjun Nagar,independent,house,0.49,11250.0,435.55555555555554,Plot area 360(33.45 sq.m.),6,3,2,not available,"Arjun Nagar, Gurgaon, Haryana",3,East,5 to 10 Year Old,"['Hanuman Mandir', 'Tirath Ram Hospitals Pvt Ltd', 'Shubham Hospital Gurgaon', 'Sethi Hospital Gurgaon', 'Pasricha Hospital and Maternity Home', 'Nangia Hospital Ent and Maternity', 'Rama Hospital & Nursing Home', 'Lal Superspeciality Hospital', 'Satyam Hospital Gurgaon', 'Shri Gobind Hospital', 'Vinayak Hospital Gurgaon', 'Parashar Hospital', 'Shiv Mahima Patient Care Bureau', 'Swastik Maternity and Medical Centre', 'Dev Man Kathuria Clinic', 'Kathuria Hospital', 'Navjeevan Hospital and Maternity Centre', 'My Care Clinic', 'Dr. Madan Clinic', 'Triveni Hospital Gurgaon', 'M.S Hospital', 'Dr. Ajay S. Gupta Clinic', 'Chiranjiv Hospital', 'Bindal Clinic', 'Ankur Clinic and Maternity Home', 'Mangalam Hospital and Heart Centre Gurgaon', 'Sharma Hospital Gurgaon', 'Thakral Nursing and Maternity Home', 'Rajiv Memorial Eye Infirmary Jacobpura', 'Gupta Hospital Gurgaon', 'Aarvy Hospital', 'Rajendra Hospital', 'Geeta Nursing Home Gurgaon', 'Ravi Clinic and Health Care Centre', 'Rachna Dental Clinic', 'Taneja Hospital', 'Verma E.N.T. Hospital', 'Nova Care Clinic', 'Smile Plus Dental Clinic', 'Kharbanda Maternity and Nursing Home', 'Lall Eye Care Centre', 'Om Charitable Dental & Implant Centre', 'Lall Nursing and Maternity Home', 'Dentecare - Multispeciality Dental Clinic', 'Dr. Sandeep Chauhan', 'Ahooja Eye and Dental Institute Hospital', 'Dental Health Centre', 'IBP Petrol Station', 'Indian Oil', 'State bank of india']",[],['Park'],"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
4 Bedroom House for sale in Ashok Vihar Phase I,independent,house,1.45,557.0,26032.315978456016,Plot area 26000(2415.48 sq.m.),4,4,2,"pooja room,servant room","Ashok Vihar Phase I, Gurgaon, Haryana",2,East,5 to 10 Year Old,"['Chintapurni Mandir', 'State bank ATM', 'Prateek Nursing Home And Polyclinic', 'Kr Dental Hub', 'Dr. Hitesh Dawar', 'Shree Krishna Hospital Gurgaon', 'Sneh Hospital Gurgaon', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sarvodya Hospital', 'Bhardwaj Hospital', 'Dr. Ashok Jain', 'Dr. Sindhu Clinic', 'Dr. Mittal Clinic', 'Jiya Clinic', 'Gurgaon Eye Centre', 'Esic Hospital Gurugram', 'Pearl Dental Clinic', 'Yashroop Medical Centre', ""Dr. Anurag's Child Care Clinic"", 'R K Hospital Gurgaon', 'Taneja Hospital', 'Aryan Hospital', 'D.R. Rajnis Gupta Clinic', 'Chirag Hospital Pvt. Ltd', 'Geeta Nursing Home Gurgaon', 'Sparsh Hospital Gurgaon', 'Ravi Clinic and Health Care Centre', 'Bhatnagar Maternity and Nursing Home', 'Chiranjiv Hospital', 'Dr. Agya Ram Sharma Clinic', 'GH Gurgaon', 'Dr. Madan Clinic', 'Dev Man Kathuria Clinic', 'Bindal Clinic', 'Dr. Sarvejeet Singh', 'Swastik Maternity and Medical Centre', 'Centre For Sight Gurgaon New Railway Road', 'M.S Hospital', 'My Care Clinic', 'Indian bank', 'Kotak bank', 'Hdfc bank', 'State bank of india', 'Pizza Hut', 'St. Michaels Sr. Sec. School', 'Dronacharya Government College', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station']","['6 Fan', '1 Exhaust Fan', '2 Geyser', '2 Wardrobe', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Separate entry for servant room', 'No open drainage around', 'Park', 'Recently Renovated', 'Visitor Parking', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Waste Disposal']",
2 Bedroom House for sale in Sector 5 Gurgaon,house number b-34,house,0.8,8888.0,900.0900090009001,Plot area 900(83.61 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.),2,2,1,not available,"House Number B-34, Ashok Vihar Phase 2, Gurgaon, Sector 5 Gurgaon, Gurgaon, Haryana",1,NA,10+ Year Old,,"['1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
5 Bedroom House for sale in Surya Vihar,independent,house,1.6,11852.0,1349.9831252109348,Plot area 150(125.42 sq.m.)Built Up area: 120 sq.yards (100.34 sq.m.),5,5,2,not available,"Surya Vihar, Surya Vihar, Gurgaon, Haryana",3,NA,1 to 5 Year Old,,"['1 Wardrobe', '1 Fan', '1 Light', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",,"['Environment4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5', 'Safety4 out of 5']"
6 Bedroom House for sale in Block H Ashok Vihar Phase III Extension,independent,house,0.85,8947.0,950.0391192578518,Plot area 950(88.26 sq.m.),6,6,2,"pooja room,study room,servant room,others","41 Ashok Vihar Phase 3 Ext H Block, Block H Ashok Vihar Phase III Extension, Gurgaon, Haryana",2,North,1 to 5 Year Old,"['Palam Vihar Vyapar kendra', 'Palam triangle', 'HUDA Sector 23 Market', 'Ram Mandir', 'Sheetla Mata Mandir', 'Chintapurni Mandir', 'Kalyan Hospital Gurgaon', 'Jiya Clinic', 'Chirag Hospital Pvt. Ltd', ""Dr. Anurag's Child Care Clinic"", 'Dr. Mittal Clinic', 'Yashroop Medical Centre', 'R K Hospital Gurgaon', ""DR KAPOOR'S Dental Care and Implant Centre"", 'Sneh Hospital Gurgaon', 'Dr. Sindhu Clinic', 'Bhardwaj Hospital', 'Jeevan Jyoti Hospital Gurgaon', 'Metro Hospital and Heart Institute Gurgaon', 'Sarvodya Hospital', 'Children Hospital', 'Jain Sant Phool Chand Ji Charitable Hospital', 'Sheetla Clinic', 'GH Gurgaon', 'Dr. Tomar Clinic', 'Kishor Clinic', 'Dr. Babita Sharma', 'Nidhi Clinic', 'Axis bank', 'Punjab national bank', 'Big Cinemas', ""McDonald's"", 'Moti Mahal', 'Pind Baluchi', 'Cafe Coffee Day', 'Pizza Hut', ""Domino's Pizza"", 'Om Sweets', 'THE NORTHCAP UNIVERSITY', 'Lieutenant Atul Kataria School', 'Chiranjiv Bharati School', 'Masti ki Pathshala Teach India', 'Gurgaon railway station', 'Gurgaon railway station', 'Gurgaon railway station', 'Palam vihar railway station']",,"['Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Water Storage', 'Park', 'Visitor Parking', 'Waste Disposal', 'Rain Water Harvesting']",
5 Bedroom House for sale in DLF Phase 1,independent,house,7.0,39265.0,1782.7581815866547,Plot area 1782.72(165.62 sq.m.),5,5,2,servant room,"DLF Phase 1, Gurgaon, Haryana",3,North-East,1 to 5 Year Old,"['Guru dronacharya metro station', 'Dlf phase 1 metro station', 'Sikandarpur rmrg metro station', 'Sikanderpur metro station', 'Sikandarpur metro station', 'Dlf phase 2 metro station', 'Hanuman Mandir', 'Icici bank ATM', 'Axis bank ATM', 'Central bank ATM', 'Central bank atm teste 001112', 'Sikka Maternity And Surgical Center', 'Anahat Hospital', 'Divine Look Clinic Centre 1', 'The Dental Lounge', ""St Stephen's Hospital Health Care Facility"", 'Marwah Clinic', 'Durga Poly Clinic', 'Krishna Family Clinic', 'Upkar Clinic', 'Surgi Center Clinic', 'Lord Krishna Hospital', 'Uma Sanjeevani Health Centre And Hospital', 'Cosmodentz Dental Clinic', 'Kailash Nursing Home Gurgaon', ""Dr. Khullar's Dental Clinic"", 'Relief Physiotherapy Clinic', 'RBS Dental Clinic', 'Sidhesh Hospital Gurgaon', 'Shri Ram Memorial Hospital', 'R.N Clinic', 'Dental Cure and Care Centre', 'Religare Wellness', '98.4', 'Guardian', 'Emaar Business Park', 'Axis bank', 'Hsbc bank', 'Kotak mahindra bank', 'Hdfc bank', 'Lord krishna bank', 'Indusind bank', 'Abn amro bank', 'PVR Cinames', 'Food Court', 'Nowhere Brewpub and cafe']","['1 Wardrobe', '1 Fan', '1 Geyser', '1 Light', '1 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",['Private Garden / Terrace'],"['Environment5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5', 'Safety5 out of 5']"
